Nombre,PadreID,PadreText,Rama,Carácter,Nivel,Orden,Suborden,Ministerio,Tipo de Documento,Número de Documento,Sigla,Teléfono 1,Teléfono 2,Teléfono 3,Fax,Sitio Web,Dirección,Departamento,Municipio,Representante Legal,Latitud,Longitud,Descripcion,imagen,
Alcaldía Municipal de Lourdes en Norte de Santander,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,54418,,5727790021,,,5775866058,http://www.lourdes-nortedesantander.gov.co,Carrera 4 con Calle 3 - 36,NORTE DE SANTANDER,LOURDES,,6.50614,-72.59259,"Nuestra Misión, Generarle a las Lourdences una vida digna y en paz, fomentando de manera colectiva el desarrollo humano, garantizando el acceso a oportunidades y el ejercicio de los derechos fundamentales, impulsando el crecimiento económico en un ámbito territorial articulado e integrado y soportado en una institucionalidad efectiva y flexible que permita con equidad y participación la construcción de un municipio donde todos y todas hagan parte de una sociedad incluyente cuyo objetivo colectivo sea el bienestar y el progreso. ",http://lourdes-nortedesantander.gov.co/apc-aa-files/38336138616561363932396634666164/88.png,
Alcaldía Municipal de Luruaco en Atlántico,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,8421,,5.73003E+11,5.73215E+11,,5758749047,http://www.luruaco-atlantico.gov.co,Calle 17 # 20 - 27,ATLÁNTICO,LURUACO,,6.553497,-74.787371,"Nuestra alcaldia se encarga de Administrar los recursos públicos con eficiencia, eficacia y transparencia, satisfaciendo las necesidades de la comunidad insertadas en el plan de desarrollo buscando el bienestar general y el mejoramiento de la calidad de vida de la población Luruaquera acorde a lo establecido en la constitución y la ley.",http://luruaco-atlantico.gov.co/apc-aa-files/34626461653364663763343532663537/escudo.JPG,
Alcaldía Municipal de Macanal en Boyacá,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,15425,,5.73184E+11,,,5787590132,http://www.macanal-boyaca.gov.co,Carrera 6 # 2 - 73,BOYACÁ,MACANAL,Carlos Eduardo Tovar,5.080532,-73.60816,"La Alcaldía Municipal de Macanal presta servicios para el mejoramiento de la calidad de vida de la comunidad, servicios públicos, desarrollo económico, seguridad integral y participación ciudadana enmarcada en principios de gobernabilidad, transparencia y eficiencia en el manejo de los recursos y en cumplimiento de la Constitución y la Ley.",http://macanal-boyaca.gov.co/apc-aa-files/37663732373634323333643430616663/escudo-macanal.jpg,
Alcaldía Municipal de Macaravita en Santander,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,68425,,5746806304,,,,http://www.macaravita-santander.gov.co,Carrera 3 # 3 - 38,SANTANDER,MACARAVITA,,4.730992,-74.263772,"Nuestra alcaldia busca Ser un municipio que acerque el Estado a la comunidad, con la prestación de los servicios en materia de salud, educación, construcción de obras de infraestructura, ordenamiento territorial, un ambiente sano, crecimiento socio – cultural y erradicación de la pobreza extrema, dinamizando una estrategia de crecimiento de la economía agropecuaria integrada a un ejercicio de conservación de la naturaleza y promoviendo la participación comunitaria en aras de mejorar la calidad de vida de nuestros ciudadanos y de quienes visitan nuestro territorio.",http://macaravita-santander.gov.co/apc-aa-files/64343364636663343864366633613763/escudo-macara_1.jpg,
Alcaldía Municipal de Maceo en Antioquia,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,5425,,5.78312E+12,,,5743611314,http://www.maceo-antioquia.gov.co,Carrera 65 # 8b - 91 Terminal del Sur Of. 411,ANTIOQUIA,MACEO,,9.230004,-74.74389,"La administracion municipal se encarga de Garantizar a la comunidad Maceíta una mejor calidad de vida, lo suficientemente amplia, articulando el núcleo familiar con principios y valores, liderar procesos exitosos en la recuperación de la confianza, gobernabilidad, competitividad, identidad, equidad, transparencia, eficiencia e innovación. Contribuyendo así a un municipio pujante, unido para la transformación del desarrollo socio económico.",http://maceo-antioquia.gov.co/apc-aa-files/37346239623131336666313830396532/escudo_maceo.jpg,
Alcaldía Municipal de Macheta en Cundinamarca,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,25426,,5777587038,,,5718569253,http://www.macheta-cundinamarca.gov.co,Carrera 8 # 5 - 35,CUNDINAMARCA,MACHETA,,1.76526,-78.18183,"El municipio de Machetá dentro de su querer ser, debe propender por seguir siendo un municipio con vocación agropecuaria, puesto que en él se conjugan sus fortalezas   %3B    su tradición, las ambiciones de su gente que le permitan realizar una vida próspera dentro de su suelo natal, los recursos naturales que deben ser aprovechables por medio de una explotación sostenible para que con ellos podamos jugar un papel importante en la economía del país y junto a esto están los estamentos oficiales compartiendo los objetivos con todos nosotros y que nos lleve a una cultura empresarial en la que nuestra gente pueda planear, proyectar, dirigir y ser el gestor de su propia empresa.",http://macheta-cundinamarca.gov.co/apc-aa-files/65386264396230643338326338383161/escudo.jpg,
Alcaldía Municipal de Madrid en Cundinamarca,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,25430,,5777217779,,,5718250042,http://www.madrid-cundinamarca.gov.co,Calle 5 # 4-74,CUNDINAMARCA,MADRID,,10.237173,-75.188569,El Municipio de Madrid Cundinamarca garantiza la calidad de vida y bienestar de la población en el jercicio de los derechos fundamentales a través de la excelencia en la prestación de los servicios que determina la ley,http://madrid-cundinamarca.gov.co/apc-aa-files/30356365646461616466333530666235/ESCUDO_MADRID1.JPG,
Alcaldía Municipal de Magangué en Bolívar,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,13430,,5728473484,,,5756876549,http://www.magangue-bolivar.gov.co,Calle 11 Cra. 2 Y 3,BOLÍVAR,MAGANGUÉ,,11.377666,-72.238463,"El municipio de Magangué es una entidad estatal de carácter social, modelo de planeación sistémica, retroalimentada por la creatividad comunitaria responsable y de alto sentido corporativo que propende por el desarrollo social y económico en general, priorizando la inversión social.",http://magangue-bolivar.gov.co/apc-aa-files/38336134383530643065323433663136/escudo-magangue.png,
Alcaldía Municipal de Magüi en Nariño,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,52427,,5752919140,,,5725215500,http://www.maguipayan-narino.gov.co,Palacio Municipal,NARIÑO,MAGÜI,,8.53642,-74.65841,"Nuestra alcaldia esta encargada de Trabajar por el desarrollo integral del Municipio, articulado a la región, pero generando acciones locales, que promuevan el progreso integral, en armonía con la cultura de la gente y el uso y aprovechamiento racional, dela riqueza ambiental disponible.",http://maguipayan-narino.gov.co/apc-aa-files/33633834363337303834393161303566/escudo-web.jpg,
Alcaldía Municipal de Mahates en Bolívar,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,13433,,5788394622,,,5756396515,http://www.mahates-bolivar.gov.co,Plaza Principal Cra 37 # 18 - 05,BOLÍVAR,MAHATES,,6.699247,-72.732562,"La administracion municipal busca Orientar el desarrollo del Municipio de Mahates a nivel regional aprovechando sus Potencialidades e implementando proyectos productivos a nivel turístico en el ámbito de sus riquezas culturales y agroindustrial, generando empleo y desarrollo social, construyendo relaciones de confianza, convivencia y sentido de pertenencia, respetando la identidad de la multiculturalidad existente en sus habitantes.",http://mahates-bolivar.gov.co/apc-aa-files/34623066623333616237326135326237/escudo_mahates.jpg,
Alcaldía Municipal de Maicao en La Guajira,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,44430,,5788317019,,,5757268930,http://www.maicao-laguajira.gov.co,Calle 12 # 11-36,LA GUAJIRA,MAICAO,Euripides Pulido Rodriguez,10.861662,-74.774006,"La Alcaldía Municipal de Maicao cuenta con un equipo comprometido al servicio de la comunidad, que promueve la prosperidad general, la efectividad de los principios, derechos y deberes consagrados en la Constitución, mediante la participación de todos y todas en la construcción de las políticas públicas que lleven al Municipio por la senda del desarrollo humano integral.",http://maicao-laguajira.gov.co/apc-aa-files/37356237353662623639386539643135/logo-alcaldia-municipal.png,
Alcaldía Municipal de Majagual en Sucre,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,70429,,5785602204,,,5752871545,http://www.majagual-sucre.gov.co,Calle 5 # 22 - 07,SUCRE,MAJAGUAL,Álvaro Vanegas Cardozo,1.14045,-77.8647,"EL Municipio de Majagual como entidad territorial está comprometida con gestionar y promover el desarrollo integral de todo sus habitantes a través de la prestación óptima de sus sevicios básicos, garantizando para ello, el mejoramiento continuo de la calidad de vida de toda la población Majagualera, y promoviendo la participación comunitaria en los diferentes sectores de la producción, especialmente en el sector agropecuario, el cual es el eje del desarrollo económico, humano y ambiental de nuestra región, y el cual se administra con equidad y Justicia Social.",http://majagual-sucre.gov.co/apc-aa-files/34653937666566363365333562386165/escudo1_1.jpg,
Alcaldía Municipal de Málaga en Santander,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,68432,,5752992189,,,5776615339,http://www.malaga-santander.gov.co,Calle 12 # 8 - 51,SANTANDER,MÁLAGA,,10.444897,-74.959123,"En Malaga, Trabajamos para lograr bienestar general en el municipio, aminorar y dar solución a los problemas que aquejan a los malagueños a través de un gobierno participativo, en donde todos los habitantes de Málaga concurran a la administración municipal activamente en condiciones de igualdad y sin posiciones excluyentes, de esta forma avanzaremos en la construcción colectiva de una ciudad moderna, segura, más humana y solidaria, que nuestros campesinos estén impregnados por la equidad en su desarrollo social   %3B    un municipio de oportunidades teniendo en cuenta el contexto de región   %3B    así contribuiremos con eficiencia y efectividad en el desarrollo sostenible y sustentable de nuestro territorio",http://malaga-santander.gov.co/apc-aa-files/30393036346435636263626639373337/escudo-malaga-nuevo.png,
Alcaldía Municipal de Malambo en Atlántico,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,8433,,5757740090,,,5753767471,http://www.malambo-atlantico.gov.co,Calle 11 Carrera 15 esquina,ATLÁNTICO,MALAMBO,,10.391654,-73.028951,"Nuestro municipio tiene la responsabilidad de ordenar el territorio, prestar de manera oportuna y eficiente los bienes y servicios indispensables para mejorar la calidad de vida de sus habitantes, especialmente en educación, salud, agua potable, entorno saludable y propiciar la participación ciudadanas en las decisiones institucionales.",http://malambo-atlantico.gov.co/apc-aa-files/30333261613666353962663361353933/escudo-de-malambo.jpg,
Alcaldía Municipal de Mallama en Nariño,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,52435,,5727433272,,,5727753355,http://www.mallama-narino.gov.co,Palacio Municipal,NARIÑO,MALLAMA,,11.777685,-72.447596,Nuestra alcaldiaesta encargada de Dirigir la administracion municipal bajo criterios de planificacion comunitaria participativa que proyecte el desarrollo del Municipio y la region del Piedemonte Costero,http://mallama-narino.gov.co/apc-aa-files/36393564393235613164623835333735/escudo-mallama.jpg,
Alcaldía Municipal de Manatí en Atlántico,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,8436,,5.73134E+11,,,5758719017,http://www.manati-atlantico.gov.co,Calle 7a # 4B-17,ATLÁNTICO,MANATÍ,,5.067754,-75.519853,,http://manati-atlantico.gov.co/apc-aa-files/37616238366265623137326230333265/escudo_1_thumb_1.jpg,
Alcaldía Municipal de Manaure en Cesar,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,20443,,5784850507,,,5755790591,http://www.manaurebalcondelcesar-cesar.gov.co,Calle 3 # 6A-78,CESAR,MANAURE,,5.009444,-73.539987,"Manaure Balcón del Cesar, es un municipio comprometido con la generación del bienestar integral de sus habitantes, a través de una administración responsable, efectiva e incluyente en sus programas y proyectos, orientada al desarrollo sostenible, para lo cual, dispondrá del talento humano competente y de una gestión social eficiente",http://manaurebalcondelcesar-cesar.gov.co/apc-aa-files/66323836633033616263386238393831/escudo.JPG,
Alcaldía Municipal de Manaure en La Guajira,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,44560,,5776337000,,,,http://www.manaure-laguajira.gov.co,Calle 2 # 3a - 09,LA GUAJIRA,MANAURE,,5.253544,-75.154833,"El municipio de Manaure como entidad territorial tiene la misión, dentro del marco de la descentralización administrativa, de cumplir las funciones y prestar los servicios que constitucional y legalmente le han sido asignadas para promover el desarrollo socio-económico y cultural, y el mejoramiento de la calidad de vida de los habitantes del Municipio de Manaure.",http://manaure-laguajira.gov.co/apc-aa-files/64666534376336316336336635383937/logos.jpg,
Alcaldía Municipal de Maní en Casanare,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,85139,,5728280151,,,5786381015,http://www.mani-casanare.gov.co,Calle 18 # 3 - 80,CASANARE,MANÍ,,2.892506,-72.133175,"El municipio de Maní garantiza y será un prestador eficiente y racional de los servicios públicos que demande del desarrollo de la población, consolidará una economía propia basada en los sectores agropecuario, el turismo y el sector de servicios e industrial, será garante de un manejo gerencial, empresarial y transparente de los asuntos y recursos públicos. Permitirá el acceso y la participación a la comunidad en las decisiones públicas que la afecten y promoverá la generación de empleo mediante la ejecución de proyectos intensivos en mano de obra, garantizando el desarrollo integral, el mejoramiento de la calidad de vida, lucha contra la pobreza y el cumplimiento de los derechos sociales, económicos y ambientales consagrados en la constitución.",http://mani-casanare.gov.co/apc-aa-files/38323966316239396363346161643532/bbb.png,
Alcaldía Municipal de Manizales en Caldas,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,17001,,5768510390,,,5768720456,http://www.manizales.gov.co,Calle 19 # 21 - 44,CALDAS,MANIZALES,,9.166368,-74.280513,"El Municipio de Manizales es una entidad territorial que mantiene una comunicación permanente y transparente con su comunidad sin discriminación alguna, y desarrolla programas de corte socio-cultural, económico, de las TIC, para la conservación del medio ambiente y el fortalecimiento institucional, que logran servir equitativamente a la comunidad manizaleña y mejorar su calidad de vida.",https://flagspot.net/images/c/co)cal-m.jpg,
Alcaldía Municipal de Manta en Cundinamarca,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,25436,,5775664254,,,5718567780,http://www.manta-cundinamarca.gov.co,Carrera 6 # 2 - 27,CUNDINAMARCA,MANTA,,9.984045,-75.30342,"La administración municipal tiene como objeto fundamental el dar cumplimiento a las funciones y prestar los servicios que le sean asignados por la constitución y la ley   %3B    avanzar de manera firme en la solución de necesidades insatisfechas de los habitantes de Manta, y procurar a la comunidad en general una mejor calidad de vida, a través de la utilización eficiente de los recursos humanos, físicos y financieros",http://manta-cundinamarca.gov.co/apc-aa-files/31326135376331613635636264353662/escudo-pequeo.png,
Alcaldía Municipal de Manzanares en Caldas,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,17433,,5755626104,,,5768550022,http://www.manzanares-caldas.gov.co,Carrera 4 Calle 6 Esquina,CALDAS,MANZANARES,,6.173394,-75.334662,"Nuestra alcaldia esta encargada de Desarrollar políticas públicas comunitarias para toda la población manzanareña tanto urbana como rural con el objetivo de impulsar el progreso y mejoramiento de la calidad de vida de sus habitantes. Los proyectos y programas que de ellas se deriven se harán basados en nuestros principios y valores como transparencia, responsabilidad y compromiso.",http://manzanares-caldas.gov.co/apc-aa-files/38306135346362333761343731376135/flag_of_manzanares_caldas.svg.png,
Alcaldía Municipal de Mapiripán en Meta,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,50325,,5775808054,,,,http://www.mapiripan-meta.gov.co,Carrera 5 # 21-28,META,MAPIRIPÁN,,5.549623,-74.004691,"Al municipio como entidad fundamental de la división político-administrativa del Estado le corresponde prestar los servicios públicos que determine la ley, construir las obras que demande el progreso local, ordenar el desarrollo de su territorio, promover la participación comunitaria, el mejoramiento social y cultural de sus habitantes y cumplir las demás funciones que le asignen la Constitución y las leyes.",http://mapiripan-meta.gov.co/apc-aa-files/62323332653137326536396266343362/escudo_1.jpg,
Alcaldía Municipal de Margarita en Bolívar,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,13440,,5782265033,,,5756823101,http://www.margarita-bolivar.gov.co,Calle Única Margarita,BOLÍVAR,MARGARITA,Federico Turizo Lobo,5.474716,-75.601051,"Margarita municipio amable, con una suficiente infraestructura de los servicios públicos que comprometa a la comunidad en general   %3B    una educación competitiva que sea el eje fundamental de su transformación con principios éticos y morales   %3B    y con criterio de equidad, solidaridad y respeto mutuo. En lo ambiental un municipio comprometido a lograr la sostenibilidad, dispuesto a iniciar acciones para alcanzar la recuperación y manejo cauteloso del medio ambiente (cuerpos cenagosos, pesca, ganadería, entre otros), respetuoso de la cultura anfibia de su antepasado, creativo en la búsqueda de opciones de crecimiento y desarrollo",http://margarita-bolivar.gov.co/apc-aa-files/36343034366332623661383937623932/escudo-de-bolivar.png,
Alcaldía Municipal de María La Baja en Bolívar,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,13442,,5776297279,,,5756261259,http://www.marialabaja-bolivar.gov.co,Parque Principal,BOLÍVAR,MARÍA LA BAJA,Diana María Mancilla,5.696346,-76.659912,"La administracion municipal esta encargada de Alcanzar la solidez financiera a mediano plazo, para satisfacer las necesidades básicas de la ciudadanía Marialabajence, con el propósito de mejorar su calidad de vida, como retribución por el pago de sus impuestos a través de la investigación pública, buscando una mayor competitividad a nivel Nacional.",http://www.marialabaja-bolivar.gov.co/img/maria-la-baja.png,
Alcaldía Municipal de Marinilla en Antioquia,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,5440,,5777565494,,,5745484410,http://www.marinilla-antioquia.gov.co,Calle 30 # 30 - 13,ANTIOQUIA,MARINILLA,,5.296867,-75.051015,"La Administración Municipal de Marinilla, será entidad territorial cumplidor a de sus deberes constitucionales y legales, facilitando la participación de la ciudadanía en las decisiones que los afectan (económicas, políticas, administrativas y culturales), manteniendo la integridad territorial, asegurando la convivencia pacífica, la vigencia de un orden justo, promoviendo la prosperidad general, fomentando los principios éticos y de responsabilidad social, minimizando las desigualdades y los riesgos sociales y económicos, fortaleciendo los procesos de planeación y presupuestación participativa para la construcción colectiva del territorio",http://marinilla-antioquia.gov.co/apc-aa-files/34616561623364613731626339643036/escudo-marinilla-web.jpg,
Alcaldía Municipal de Maripí en Boyacá,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,15442,,5753399888,5753399889,,,http://www.maripi-boyaca.gov.co,Palacio Municipal,BOYACÁ,MARIPÍ,,4.937236,-75.737551,"Nuestra alcaldia esta encargada de Promover el Desarrollo integral , la sostenibilidad y la competitividad del Municipio a través de la participación ciudadana en el desarrollo de los proyectos que la Administración Municipal adelante, en los que se asegure que nuestro quehacer se desarrolle con ética , transparencia, honestidad, responsabilidad y equidad   %3B    dando cumplimiento de manera eficaz y eficiente a los compromisos adquiridos   %3B    De forma tal que, se contribuirá con el mejoramiento de la calidad de vida, mediante el óptimo uso de los recursos, un talento humano altamente calificado y la excelencia en la prestación de servicios.",http://maripi-boyaca.gov.co/apc-aa-files/37616462383666623633623061623731/bandera-maripi-boyaca.png,
Alcaldía Municipal de Marmato en Caldas,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,17442,,5758764520,,,5768598170,http://www.marmato-caldas.gov.co,Sector Atrio Parroquial Casa Redonda,CALDAS,MARMATO,,5.283163,-75.26002,"La alcaldia municipal busca Llegar a que Marmato sea un municipio soberano y de todos para el orgullo de sus conciudadanos. Cómo lograrlo: involucrando todas las instancias y entidades del Gobierno Nacional en la búsqueda del verdadero desarrollo del municipio y en lograr un Marmato equitativo para todos. Objetivo. La entidad territorial presenta como objetivo principal llevar a cabo todo aquello inscrito y estipulado en el plan de desarrollo municipal, para beneficio de la comunidad.",,
Alcaldía Municipal de Marquetalia en Caldas,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,17444,,5746828518,,,5768567042,http://www.marquetalia-caldas.gov.co,Carrera 2 # 112 - 114,CALDAS,MARQUETALIA,,7.323675,-73.014413,"Nuestra alcaldia esta encargada de Direccionar el futuro colectivo de la comunidad Marquetona, de una manera concertada, con fundamento en la constitución y las normas establecidas, buscando mejorar las condiciones de vida de todos sus habitantes y liderar los procesos de integración en la región del oriente caldense aprovechando su ubicación geográfica y el empuje de nuestros habitantes, elementos que le facilitan ser el verdadero eje articulador que tanto necesita esta región",http://marquetalia-caldas.gov.co/apc-aa-files/35643261333562343337626631353336/escudo_de_marquetalia.jpg,
Alcaldía Municipal de Marsella en Risaralda,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,66440,,5747780008,,,5763686258,http://www.marsella-risaralda.gov.co,Calle 17 # 9-12,RISARALDA,MARSELLA,,6.244735,-75.57376,"El Municipio de Marsella garantizará el cumplimiento del mandato constitucional a través de la prestación eficiente de los servicios públicos establecidos por la Ley, promoviendo la participación comunitaria, el desarrollo y bienestar social, económico, cultural y recreativo de la Comunidad.",http://marsella-risaralda.gov.co/apc-aa-files/37303338626531653732643038393138/marsella.png,
Alcaldía Municipal de Marulanda en Caldas,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,17446,,5758700026,,,5768498550,http://www.marulanda-caldas.gov.co,Carrera 6 # 5-02,CALDAS,MARULANDA,,4.510223,-73.350539,"Nuestra alcaldia busca Renovar y redireccionar la administración pública a nivel municipal como herramienta esencial en la gestión y el progreso, con el fin de garantizar un desarrollo social y económico sostenible, a través del apoyo a los sectores productivos, la inversión social, el respeto, la sana convivencia, la honestidad, la transparencia en el manejo de los recursos y la inclusión de todas y todos en la decisiones que nos afectan.",http://marulanda-caldas.gov.co/apc-aa-files/35376163363432653436313634653931/Dibujo_1.JPG,
Alcaldía Municipal de Matanza en Santander,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,68444,,5757272333,,,5776298022,http://www.matanza-santander.gov.co,Carrera 5 # 5 - 85,SANTANDER,MATANZA,,5.989716,-76.733652,"La administracion municipal esta encargada de Llevar a cabo la planeación, gestión, promoción y articulación de los procesos de desarrollo integral de su territorio en los diferentes sectores, a través de la permanente integración de la comunidad y la administración municipal, siendo la efectividad y honestidad clave en su gestión, para lograr posicionarlo como un municipio modelo, dentro del núcleo de desarrollo provincial de soto norte.",http://matanza-santander.gov.co/apc-aa-files/34373938616138383239666338313633/ESCUDO_P_O.jpg,
Alcaldía Municipal de Medellín en Antioquia,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,5001,,5752860192,,,5743802081,http://www.medellin.gov.co,Calle 44 # 52 – 165,ANTIOQUIA,MEDELLÍN,Aníbal Gaviria Correa,5.13341,-76.964306,"Nuestra alcaldia se encarga de Fomentar en conjunto con la sociedad el desarrollo humano. Garantizar el acceso a oportunidades y el ejercicio de los derechos fundamentales como salud y educación, impulsando el crecimiento económico en un ámbito territorial articulado e integrado y soportado en una institucionalidad moderna efectiva y flexible. Promotor de la construcción de una ciudad segura, con espacios públicos modernos e incluyentes.",https://www.medellin.gov.co/irj/go/km/docs/etc/PortalMedellin/images/medellin.png,
Alcaldía Municipal de Medina en Cundinamarca,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,25438,,5786249890,,,5716768064,http://www.medina-cundinamarca.gov.co,Calle 13 # 6 - 55,CUNDINAMARCA,MEDINA,Elver Augusto López,,,"La mision del municipio de medina es contribuir en administrar y proteger el patrimonio cultural, ecológico y ambiental de su jurisdicción y propender por el desarrollo sostenible, de conformidad con las disposiciones legales y las políticas institucionales con participación social, talento humano competente, comprometido y con criterio de servicio, basado en la participación y en la constitución colectiva de las soluciones a las necesidades y aspiraciones de la población Medinera.",http://medina-cundinamarca.gov.co/apc-aa-files/63383734663564616261323661383665/escudo_medina_2.png,
Alcaldía Municipal de Medio Atrato en Chocó,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,27425,,5748663243,5748663240,,,http://www.medioatrato-choco.gov.co,Calle Principal Beté,CHOCÓ,MEDIO ATRATO,,4.204846,-74.643102,"La administración municipal es una entidad del orden territorial que propende por el desarrollo armónico del Municipio y el mejoramiento continuo del nivel de vida sus habitantes, con la prestación eficiente de los servicios a su cargo, conservación del orden público en el Municipio, dirigiendo la acción administrativa local a través del cumplimiento de la Constitución, las leyes y demás normas legales con manejo eficiente y racional de los recursos económicos y con recursos humanos que trabajen en equipo con transparencia y celeridad, generando liderazgo a nivel local",http://medioatrato-choco.gov.co/apc-aa-files/34643436303631616461646662356133/escudo.jpg,
Alcaldía Municipal de Medio Baudó en Chocó,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,27430,,5.75315E+12,,,,http://www.mediobaudo-choco.gov.co,"Calle del Comercio, Puerto Meluk",CHOCÓ,MEDIO BAUDÓ,Benjamín Palacios Martínez,5.62483,-72.42381,"La administración municipal es una entidad del orden territorial que propende por el desarrollo armónico del Municipio de Medio Baudo y el mejoramiento continuo del nivel de vida sus habitantes, con la prestación eficiente de los servicios a su cargo, conservación del orden público en el Municipio, dirigiendo la acción administrativa local a través del cumplimiento de la Constitución, las leyes y demás normas legales con manejo eficiente y racional de los recursos económicos y con recursos humanos que trabajen en equipo con transparencia y celeridad, generando liderazgo a nivel local",http://mediobaudo-choco.gov.co/apc-aa-files/34326561613338383161633561353662/untitled.png,
Alcaldía Municipal de Medio San Juan en Chocó,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,27450,,5767584183,,,5746702629,http://www.mediosanjuan-choco.gov.co,Diagonal al Parque Central Andagoya,CHOCÓ,MEDIO SAN JUAN,Ebrin Mosquera Ibarguen,1.800962,-77.166622,"El Municipio MEDIO SAN JUÁN es una organización de carácter público, que se ha independizado para trabajar y buscar oportunidades de progreso y garantizar el bienestar de sus habitantes, impulsando el crecimiento de los sectores productivos, el mejoramiento de la infraestructura física y la aplicación de una política social amplia y participativa, cuidando el medio ambiente y la ecología. Fundamento del Plan de Desarrollo. El Municipio del Medio San Juan, fundamentará su accionar institucional en una inquebrantable vocación por el respeto y fortalecimiento de los derechos humanos y el derecho internacional humanitario en el territorio de su jurisdicción.",http://mediosanjuan-choco.gov.co/apc-aa-files/64373738636461336564373662636561/untitled_1.bmp,
Alcaldía Municipal de Melgar en Tolima,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,73449,,5726200001,5728860001,,5782452625,http://www.melgar-tolima.gov.co,Carrera 25 # 5 - 56,TOLIMA,MELGAR,,3.384405,-74.042364,"La Administración Municipal garantiza la prestación de un servicio integral, mediante una gestión pública controlada, transparente y participativa, que fortalece la industria turística, los servicios sociales y el medio ambiente   %3B    como base del progreso socio-económico y el mejoramiento de la calidad de vida de los melgarenses   %3B    mediante procesos eficaces, eficientes y efectivos, capaces de generar desarrollo sostenible.",http://melgar-tolima.gov.co/apc-aa-files/32376336653938613363366430616634/logo-alcaldia-de-melgar_1.png,
Alcaldía Municipal de Mercaderes en Cauca,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,19450,,5782856084,,,5728460037,http://www.mercaderes-cauca.gov.co,Carrera 3 calle 4 esquina,CAUCA,MERCADERES,Edilson Goméz Balanta,1.33546,-75.51081,,http://mercaderes-cauca.gov.co/apc-aa-files/61393061373531343530386161343362/escudo-prueba-lap.png,
